AnimalGroup,Animal,Species,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,symptoms1_cluster,symptoms1_corrected,symptoms1_canonical,symptoms2_cluster,symptoms2_corrected,symptoms2_canonical,symptoms3_cluster,symptoms3_corrected,symptoms3_canonical,symptoms4_cluster,symptoms4_corrected,symptoms4_canonical,symptoms5_cluster,symptoms5_corrected,symptoms5_canonical
mammal,odd-toed ungulates,donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,yes,266,weakness,failing,5,decreased stool production,decreased stool production,153,distended stomach,distended stomach,9,heavy breathing,heavy breathing,72,restless movement,restless movement
mammal,odd-toed ungulates,donkey,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas,yes,206,eye redness,eye redness,1,frequent eye infections,frequent eye infections,243,crusty eye lashes and matting of eyelashes,crusty eye lashes and matting of eyelashes,5,foul smelling stools,foul smelling stools,182,increased passing gas,increased passing gas
mammal,odd-toed ungulates,donkey,excessive eye watering,eye redness,weakness,mucus discharge from the eye,frequent eye infections,yes,155,excessive eye watering,excessive eye watering,206,eye redness,eye redness,266,weakness,failing,44,mucus discharge from the eye,mucus discharge from the eye,1,frequent eye infections,frequent eye infections
mammal,odd-toed ungulates,donkey,sudden death,loss of appetite,rapid heartbeats,fluffed feathers,lack of vocalizations,yes,25,sudden death,sudden death,4,loss of appetite,loss of appetite,138,rapid heartbeats,rapid heartbeats,188,fluffed feathers,fluffed feathers,164,lack of vocalizations,lack of vocalizations
mammal,odd-toed ungulates,donkey,unable to urinate,lightheadedness,droopiness,rectal bleeding,swollen abdomen,yes,22,unable to urinate,unable to urinate,294,lightheadedness,dizziness,42,droop ness,droop ness,329,rectal bleeding,rectal bleeding,70,swollen abdomen,swollen abdomen
mammal,odd-toed ungulates,donkey,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness,yes,35,extreme thirst,extreme thirst,27,bloody discharge,bloody discharge,4,loss of appetite,loss of appetite,65,inability to fly,inability to fly,363,loss of wariness,loss of wariness
mammal,odd-toed ungulates,donkey,egg production stops,broody behavior,loss of appetite,weight loss,constipation,yes,104,egg production stops,egg production stops,163,broody behavior,broody behavior,4,loss of appetite,loss of appetite,185,weight loss,weight loss,212,constipation,constipation
mammal,odd-toed ungulates,donkey,nausea,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,yes,293,nausea,nausea,268,vomiting,vomit,4,loss of appetite,loss of appetite,214,experiencing changes in weight,experiencing changes in weight,94,pain and bloating,pain and bloating
mammal,odd-toed ungulates,donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,yes,434,burning ache or pain,burning ache or pain,268,vomiting,vomit,4,loss of appetite,loss of appetite,214,experiencing changes in weight,experiencing changes in weight,94,pain and bloating,pain and bloating
mammal,odd-toed ungulates,donkey,continuous loss of weight,regurgitation of food,wheezing,excessive food intake,undigested seeds,yes,185,continuous loss of weight,continuous loss of weight,10,regurgitation of food,regurgitation of food,320,wheezing,wheeze,429,excessive food intake,excessive food intake,313,undigested seeds,undigested seeds
mammal,odd-toed ungulates,donkey,loss of appetite,lathargy,abortion,gurgling sound,depression,yes,4,loss of appetite,loss of appetite,312,lethargy,lethargy,76,abortion,abortion,302,gurgling sound,gurgling sound,43,depression,depression
mammal,odd-toed ungulates,donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,yes,175,fever,fever,58,mild colic,mild colic,319,loss of tail tone,loss of tail tone,4,loss of appetite,loss of appetite,43,depression,depression
mammal,odd-toed ungulates,donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,yes,299,head tilt,head tilt,312,lethargy,lethargy,312,lethargy,lethargy,22,urine dribbling,urine dribbling,169,inability to rise,inability to rise
mammal,odd-toed ungulates,donkey,fever,loss of appetite,respiratory noise,weight loss,depression,yes,175,fever,fever,4,loss of appetite,loss of appetite,100,respiratory noise,respiratory noise,185,weight loss,weight loss,43,depression,depression
mammal,odd-toed ungulates,donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,yes,175,fever,fever,102,nasal discharge,nasal discharge,140,muscular stiffness,muscular stiffness,346,swollen lymph nodes,swollen lymph nodes,43,depression,depression
mammal,odd-toed ungulates,donkey,sweating,muscular spasms,thirst,weight loss,difficulty moving and eating,yes,134,sweating,perspiration,98,muscular spasms,muscular spasms,35,thirst,thirst,185,weight loss,weight loss,2,difficulty moving and eating,difficulty moving and eating
mammal,odd-toed ungulates,donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,yes,4,loss of appetite,loss of appetite,414,high body temperature,high body temperature,4,lack of appetite,lack of appetite,17,diarrhoea,diarrhea,25,sudden death,sudden death
mammal,even-toed ungulates,deer,weight loss,dull ness,inappetence,self isolation,recumbency,yes,185,weight loss,weight loss,67,dull ness,dull ness,317,in pretence,in pretence,54,self isolation,self isolation,385,recumbent,accumbent
mammal,even-toed ungulates,deer,weight loss,dull ness,muscles problem,self isolation,recumbency,yes,185,weight loss,weight loss,67,dull ness,dull ness,38,muscles problem,muscles problem,54,self isolation,self isolation,385,recumbent,accumbent
mammal,even-toed ungulates,deer,changed gait,dull ness,muscles problem,pain,pains,yes,84,changed gait,changed gait,67,dull ness,dull ness,38,muscles problem,muscles problem,95,pain,pain,394,pains,striving
mammal,even-toed ungulates,deer,changed gait,dull ness,diffuse,difficulty diagnosis,anemia,yes,84,changed gait,changed gait,67,dull ness,dull ness,318,diffuse,diffuse,284,difficulty diagnosis,difficulty diagnosis,422,anaemia,anemia
mammal,even-toed ungulates,deer,difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,yes,9,difficulty in breathing,difficulty in breathing,7,swelling problem,swelling problem,99,bleeding from wounds,bleeding from wounds,421,frequent yawning,frequent yawning,56,anorexia,anorexia
mammal,even-toed ungulates,deer,undernutrition,drinking polluted water,listlessness,staggering,anorexia,yes,273,under nutrition,under nutrition,253,drinking polluted water,drinking polluted water,311,listlessness,languor,390,staggering,stagger,56,anorexia,anorexia
mammal,even-toed ungulates,deer,wasting,stumbling,fever,drooling,drooping ears,yes,56,wasting,cachexia,250,stumbling,stumble,175,fever,fever,21,drooling,salivate,15,drooping ears,drooping ears
mammal,even-toed ungulates,deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,yes,260,feline infections,feline infections,255,lymphosarcoma,lymphosarcoma,113,difficulty creating,difficulty creating,6,stomatitis,stomatitis,422,anaemia,anemia
mammal,even-toed ungulates,deer,sudden death,high temperature,difficulty breating,aneamia,trembling,yes,25,sudden death,sudden death,414,high temperature,high temperature,113,difficulty creating,difficulty creating,422,anaemia,anemia,196,trembling,shaking
mammal,even-toed ungulates,deer,sudden death,high temperature,difficulty breating,staggering,trembling,yes,25,sudden death,sudden death,414,high temperature,high temperature,113,difficulty creating,difficulty creating,390,staggering,stagger,196,trembling,shaking
mammal,even-toed ungulates,deer,sudden death,high temperature,rapid pulse and heart rates,depression,trembling,yes,25,sudden death,sudden death,414,high temperature,high temperature,138,rapid pulse and heart rates,rapid pulse and heart rates,43,depression,depression,196,trembling,shaking
mammal,even-toed ungulates,deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,yes,175,fever,fever,4,loss of appetite,loss of appetite,138,rapid pulse and heart rates,rapid pulse and heart rates,71,lameness in affected leg,lameness in affected leg,43,depression,depression
mammal,even-toed ungulates,deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,yes,175,fever,fever,4,loss of appetite,loss of appetite,70,swollen teats,swollen teats,71,lameness in affected leg,lameness in affected leg,43,depression,depression
mammal,even-toed ungulates,deer,swelling,nasal discharge,drooling,tiredness,fever,yes,7,swelling,swelling,102,nasal discharge,nasal discharge,21,drooling,salivate,413,tiredness,fatigue,175,fever,fever
mammal,even-toed ungulates,deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,yes,105,eye discharges,eye discharges,102,nasal discharge,nasal discharge,48,change their normal behaviour,change their normal behaviour,414,high body temperature,high body temperature,51,lameness,lameness
mammal,even-toed ungulates,deer,stop eating,stop drinking,change their normal behaviour,lameness,pains,yes,141,stop eating,stop eating,330,stop drinking,stop drinking,48,change their normal behaviour,change their normal behaviour,51,lameness,lameness,394,pains,striving
mammal,even-toed ungulates,deer,stop eating,stop drinking,change their normal behaviour,weight loss,pains,yes,141,stop eating,stop eating,330,stop drinking,stop drinking,48,change their normal behaviour,change their normal behaviour,185,weight loss,weight loss,394,pains,striving
mammal,even-toed ungulates,deer,stop eating,stop drinking,change their normal behaviour,depression,pains,yes,141,stop eating,stop eating,330,stop drinking,stop drinking,48,change their normal behaviour,change their normal behaviour,43,depression,depression,394,pains,striving
mammal,even-toed ungulates,buffalo,fever,difficulty breathing,thrist and urination,lethargy,sneezing,yes,175,fever,fever,9,difficulty breathing,difficulty breathing,304,christ and urination,christ and urination,312,lethargy,lethargy,49,sneezing,sneeze
mammal,even-toed ungulates,buffalo,fever,diarrhea,nasal discharge,lethargy,blue eye,yes,175,fever,fever,17,diarrhoea,diarrhea,102,nasal discharge,nasal discharge,312,lethargy,lethargy,62,blue eye,blue eye
mammal,even-toed ungulates,buffalo,fever,respiratory distress,weekness in the back legs,hyperesthesia,sudden death,yes,175,fever,fever,32,respiratory distress,respiratory distress,71,weakness in the back legs,weakness in the back legs,324,hyper thesis,hyper thesis,25,sudden death,sudden death
mammal,even-toed ungulates,buffalo,ulcers,diarrhea,back pain,tarry stool,enlarged lymph nodes,yes,257,ulcers,ulcer,17,diarrhoea,diarrhea,82,back pain,back pain,5,tarry stool,tarry stool,346,enlarged lymph nodes,enlarged lymph nodes
mammal,even-toed ungulates,buffalo,facial swelling,bloody drool,abdominal pain,unable to eat,lossened teeth,yes,7,facial swelling,facial swelling,419,bloody drool,bloody drool,149,abdominal pain,abdominal pain,2,unable to eat,unable to eat,411,lessened teeth,lessened teeth
mammal,even-toed ungulates,buffalo,fever,difficulty breathing,reduce energy,weight loss,enlarged lymph nodes or swelling,yes,175,fever,fever,9,difficulty breathing,difficulty breathing,386,reduce energy,reduce energy,185,weight loss,weight loss,346,enlarged lymph nodes or swelling,enlarged lymph nodes or swelling
mammal,even-toed ungulates,buffalo,swelling on leg,painfull,poor appetite,broken bones,nasal discharge,yes,7,swelling on leg,swelling on leg,95,painful,painful,4,poor appetite,poor appetite,230,broken bones,broken bones,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,buffalo,short term lethargy,loss of appetite,poor appetite,rapid heart rate,week pulse,yes,312,short term lethargy,short term lethargy,4,loss of appetite,loss of appetite,4,poor appetite,poor appetite,138,rapid heart rate,rapid heart rate,130,week pulse,week pulse
mammal,even-toed ungulates,buffalo,swollen lymph nodes,difficulty walking,watery stool,lethargy,vaginal discharge,yes,346,swollen lymph nodes,swollen lymph nodes,90,difficulty walking,difficulty walking,5,watery stool,watery stool,312,lethargy,lethargy,102,vaginal discharge,vaginal discharge
mammal,even-toed ungulates,buffalo,fever,diarrhea,sneezing,stiffness,severe weekness and depression,yes,175,fever,fever,17,diarrhoea,diarrhea,49,sneezing,sneeze,140,stiffness,stiffness,46,severe weakness and depression,severe weakness and depression
mammal,even-toed ungulates,buffalo,fever,loss of appetite,coughing,lameness,swelling of joints,yes,175,fever,fever,4,loss of appetite,loss of appetite,86,coughing,cough,51,lameness,lameness,7,swelling of joints,swelling of joints
mammal,even-toed ungulates,buffalo,fever,chronic eye inflamation,coughing,lethargy,neurologic abnormalities,yes,175,fever,fever,1,chronic eye inflammation,chronic eye inflammation,86,coughing,cough,312,lethargy,lethargy,79,neurologic abnormalities,neurologic abnormalities
mammal,even-toed ungulates,buffalo,fever,swelling of face or leg,coughing,depression,pains,yes,175,fever,fever,7,swelling of face or leg,swelling of face or leg,86,coughing,cough,43,depression,depression,394,pains,striving
mammal,even-toed ungulates,buffalo,diarrhea with muscus,tensemus,nose bleeds,flatulence,pains,yes,17,diarrhoea with mucus,diarrhoea with mucus,289,tense us,tense us,152,nose bleeds,nose bleeds,59,flatulence,flatulence,394,pains,striving
mammal,even-toed ungulates,buffalo,strong cough,runny nose,darkened skin,lethargy,loss of appettite,yes,86,strong cough,strong cough,370,runny nose,runny nose,77,darkened skin,darkened skin,312,lethargy,lethargy,4,loss of appetite,loss of appetite
mammal,even-toed ungulates,buffalo,fever,inflammed eye,sneezing,depression,limping,yes,175,fever,fever,1,inflamed eye,inflamed eye,49,sneezing,sneeze,43,depression,depression,51,limping,lameness
mammal,even-toed ungulates,buffalo,fever,difficulty breathing,poor appetite,eye and skin change,unable to exercise,yes,175,fever,fever,9,difficulty breathing,difficulty breathing,4,poor appetite,poor appetite,101,eye and skin change,eye and skin change,111,unable to exercise,unable to exercise
mammal,even-toed ungulates,buffalo,fever,loss of appetite,lession on the skin,lethargy,joint pain,yes,175,fever,fever,4,loss of appetite,loss of appetite,145,session on the skin,session on the skin,312,lethargy,lethargy,80,joint pain,joint pain
mammal,even-toed ungulates,buffalo,lesions in the nasal cavity,lesions on nose,vomiting,noisy breathing,lesions on nose,yes,39,lesions in the nasal cavity,lesions in the nasal cavity,39,lesions on nose,lesions on nose,268,vomiting,vomit,100,noisy breathing,noisy breathing,39,lesions on nose,lesions on nose
mammal,even-toed ungulates,buffalo,hair loss,dandruff,vomiting,crusting of the skin,ulcerated skin,yes,403,hair loss,hair loss,112,dandruff,dandruff,268,vomiting,vomit,110,crusting of the skin,crusting of the skin,257,ulcerated skin,ulcerated skin
mammal,even-toed ungulates,buffalo,greenish yellow nasal discharge,lack of pigmentation,vomiting,lethargy,pain on face,yes,102,greenish yellow nasal discharge,greenish yellow nasal discharge,68,lack of pigmentation,lack of pigmentation,268,vomiting,vomit,312,lethargy,lethargy,378,pain on face,pain on face
